id, username, created_at, lng, lat, text
1253542519343706113, extravarge, Fri Apr 24 04:33:20 +0000 2020, 121.039261, 14.584755, Remember that Pigrolac commercials? Or yung film poster ng Boyhood. Nakahiga lang siya tapos nasisilaw sa liwanag ng langit. Damn. 
1253542519888994304, Dk_demesa, Fri Apr 24 04:33:21 +0000 2020, 120.700974, 15.111106, san banda ganda mo??? hahahahahahaahahaha 
1253542519742197761, rchlbltyo, Fri Apr 24 04:33:21 +0000 2020, 121.000277, 14.540648, 😵 https://t.co/aSBSWIdOhs 
1253542520543309824, heyyitsabiii, Fri Apr 24 04:33:21 +0000 2020, 121.192388, 16.536944, Argh me and my paranoid mind. 
1253542521487015942, dekplapodd, Fri Apr 24 04:33:21 +0000 2020, 100.882904, 12.929023, แกกก...เสื้อร้านน้องน่ารักมากอะ  ชั้นรอตำ!!! 
1253542522472849409, balqiskurf, Fri Apr 24 04:33:21 +0000 2020, 106.833630, -6.491684, Saatnya berbagi @ Cibinong https://t.co/1DwZBtM9bQ 
1253542524683030529, SuciPus__, Fri Apr 24 04:33:22 +0000 2020, 110.408789, -7.767696, @arbycipta Hahahahahaa 
1253542524792090624, friscaresty, Fri Apr 24 04:33:22 +0000 2020, 109.003755, -6.868102, Bt 
1253542525345820674, _redho77, Fri Apr 24 04:33:22 +0000 2020, 105.495849, -4.334980, Ada yang udah batal hari ini ? 
1253542525349933056, azliansyah_John, Fri Apr 24 04:33:22 +0000 2020, 101.686968, 3.138874, @amrazr_ Masak awal, lapar awal. Siap masak terus ngapp ke cemane.? 
1253542525719048199, syaafiqmikhaail, Fri Apr 24 04:33:22 +0000 2020, 101.202598, 4.647132, @missalvy_ Thank you aunty sayang 🥰 
1253542525727461378, JshnKtMntrl, Fri Apr 24 04:33:22 +0000 2020, 121.124227, 14.606718, Huh? Tumatambay kayo sa mall para makigamit ng wifi???? https://t.co/Ijv3FJFSUZ 
1253542526625013762, jrdnlcnl, Fri Apr 24 04:33:22 +0000 2020, 120.661912, 15.067761, Konti nalanggg... https://t.co/3FoBh3e0wE 
1253542527304527874, heyitsnam, Fri Apr 24 04:33:22 +0000 2020, 103.834193, 1.290529, Natatawa ko sa gc namin nv mga tita ko sa side ng daddy HAHAHAHAHAHAH HAVEY 😅🤣🤣🤣 
1253542527296102400, nuliiiddRF, Fri Apr 24 04:33:22 +0000 2020, 106.825442, -6.145419, @ShaFajrin @cunggun Gemes bgt ya ampun 😍 
1253542527858143234, xianeyaaa, Fri Apr 24 04:33:22 +0000 2020, 123.323882, 13.314418, u look holy but the real things u’re malandeh irl,,, godbless u 🙂😝 
